brand_id,brand_name,category,brand_type,country,founded_year,notes
245,이마트,유통서비스,레거시대기업,한국,1993,신세계가 만든 한국 최초 대형 할인마트. 유통 혁명의 시작
246,코스트코코리아,유통서비스,글로벌스케일업,미국,1994,회원제 창고형 할인점의 한국화. 미국 브랜드의 한국 고집 유지
247,네이버쇼핑,유통서비스,시장혁신형,한국,2003,검색이 쇼핑이 된 플랫폼. 검색엔진이 유통 장악
248,오아시스마켓,유통서비스,시장혁신형,한국,2011,유기농·친환경 식품의 새벽배송. 컬리보다 먼저 시작
249,크림KREAM,유통서비스,시장혁신형,한국,2020,한정판 스니커즈 리셀 플랫폼. 네이버의 MZ세대 타깃 브랜드
250,현대카드,금융핀테크,시장혁신형,한국,2001,알파벳 카드로 카드 업계 판도 변경. 금융에 디자인을 입힌 혁신
251,에버랜드,테마파크,레거시대기업,한국,1976,삼성 계열 테마파크. 용인자연농원에서 시작한 놀이공원 역사
252,롯데월드,테마파크,레거시대기업,한국,1989,세계 최대 실내 테마파크 타이틀. 도심 속 놀이공원 모델
253,CGV,테마파크,시장혁신형,한국,1998,CJ 계열 멀티플렉스. 한국 영화 시장 성장의 인프라 브랜드
254,메가박스,테마파크,시장혁신형,한국,2000,CGV·롯데시네마와 영화관 삼국시대. 독립영화 상영 특화
255,골프존,테마파크,시장혁신형,한국,2001,스크린골프 시장 창시. 한국이 원조인 스포츠 엔터테인먼트
256,락앤락,제조,글로벌스케일업,한국,1978,밀폐용기 하나로 세계 시장 개척. 중국에서 더 유명한 한국 브랜드
257,위니아,제조,레거시대기업,한국,1974,대우전자 가전 브랜드 계승. 딤채 김치냉장고의 탄생 배경
258,청호나이스,제조,레거시대기업,한국,1992,코웨이에 맞선 정수기 브랜드. 정수기 렌탈 시장 경쟁
259,한일전기,제조,레거시대기업,한국,1967,선풍기·헤어드라이어 전문 생활가전. 여름철 국민 브랜드
260,신일전자,제조,레거시대기업,한국,1957,선풍기 대명사. 여름 계절 가전의 최장수 브랜드
261,바디프랜드,제조,시장혁신형,한국,2007,안마의자를 렌탈 모델로 대중화. 사치품을 구독 상품으로
262,세라젬,제조,글로벌스케일업,한국,2002,척추온열기기 글로벌 브랜드. 웰니스 가전의 한국 수출
263,휴롬,제조,글로벌스케일업,한국,1974,원액기 원조 브랜드. 착즙 방식을 새 카테고리로 만듦
264,오리온,제조,레거시대기업,한국,1956,초코파이 하나로 중국·베트남 시장 정복한 과자 브랜드
265,해태제과,제조,레거시대기업,한국,1945,부라보콘·홈런볼. 외환위기 부도 후 재건한 과자 브랜드
266,롯데제과,제조,레거시대기업,한국,1967,빼빼로·칸초. 11월 11일을 기념일로 만든 마케팅의 전설
267,농심,제조,레거시대기업,한국,1965,신라면 하나로 글로벌 라면 시장 개척
268,삼양식품,제조,레거시대기업,한국,1961,불닭볶음면 하나로 30년 만에 부활한 라면 브랜드
269,빙그레,제조,레거시대기업,한국,1967,바나나맛우유·메로나. 한국 아이스크림·유제품 강자
270,롯데칠성,제조,레거시대기업,한국,1950,칠성사이다·밀키스·펩시코리아. 음료 시장 레거시
271,웰컴저축은행,금융핀테크,시장혁신형,한국,1991,저축은행의 브랜드화 사례. 제2금융권의 신뢰 구축 전략
272,우체국보험,금융핀테크,레거시대기업,한국,1929,국가가 운영하는 서민 보험. 공공 금융 브랜드의 특이한 존재
273,기업은행,금융핀테크,레거시대기업,한국,1961,중소기업 전담 정책금융기관. 공공 브랜드의 민간 경쟁
274,신한카드,금융핀테크,레거시대기업,한국,2007,LG카드 인수로 탄생. 금융 M&A 브랜드 통합의 교과서
275,삼성카드,금융핀테크,레거시대기업,한국,1988,삼성 계열 신용카드. 포인트 마케팅으로 카드 소비 문화 형성
276,스타트업얼라이언스,사회적기업,미션드리븐,한국,2014,스타트업 생태계 지원 비영리. 민관협력 스타트업 인프라
277,디캠프,사회적기업,미션드리븐,한국,2012,은행연합회 스타트업 지원센터. 금융권의 창업 생태계 투자
278,한국콘텐츠진흥원,사회적기업,미션드리븐,한국,2009,K콘텐츠 글로벌화 지원 공공기관. 한류의 숨은 인프라
279,서울옥션,문화예술,시장혁신형,한국,1998,한국 미술 경매 시장의 선구자. 미술품을 거래 가능 자산으로
280,케이옥션,문화예술,시장혁신형,한국,2005,서울옥션 대항마. 미술 경매 시장 양강 경쟁
281,현대카드DIVE,문화예술,시장혁신형,한국,2005,현대카드 문화 마케팅. 금융사가 문화 큐레이터가 된 브랜드
282,예술의전당,문화예술,미션드리븐,한국,1988,국내 최대 복합 문화예술 공간. 공공 브랜드의 민간화 과정
283,국립현대미술관,문화예술,미션드리븐,한국,1969,국가 미술 기관이 브랜드가 된 과정. 공공 문화 인프라
284,아트조선,문화예술,시장혁신형,한국,2002,미술 전문 미디어에서 아트페어로. 미술 정보의 대중화
285,제주도립미술관,문화예술,미션드리븐,한국,2009,지역 공공 미술관이 브랜드 목적지가 된 사례
286,도서11번가,유통서비스,시장혁신형,한국,2010,도서 전문 온라인몰의 실험. 책의 온라인 유통 다변화
287,밀리의서재,출판미디어,시장혁신형,한국,2016,책 구독 서비스. 독서의 스트리밍화
288,윌라,출판미디어,시장혁신형,한국,2016,오디오북 서비스. 읽지 않고 듣는 독서의 새 카테고리
289,폴라리스오피스,IT플랫폼,시장혁신형,한국,2009,오피스 소프트웨어의 한국형 대안. MS오피스와의 경쟁
290,한글과컴퓨터,IT플랫폼,레거시대기업,한국,1989,한글 워드프로세서 개발. 한국어 디지털 타이핑을 만든 브랜드
291,잉크테크,제조,글로벌스케일업,한국,1989,프린터 잉크 전문 제조. 글로벌 잉크 시장에서 살아남은 강소기업
292,코리아나화장품,헬스케어,레거시대기업,한국,1961,국산 화장품의 레거시. 아모레·LG와 함께한 화장품 3세대
293,참존,헬스케어,레거시대기업,한국,1979,방문 판매 화장품의 원조. 방판 채널이 브랜드 전략인 케이스
294,소망화장품,헬스케어,레거시대기업,한국,1975,꽃을든남자 등 남성 화장품 개척. 남성 뷰티 시장 선구자
295,엔프라니,헬스케어,레거시대기업,한국,1990,에이지투웨니스 등 편의점 화장품으로 재탄생
296,내추럴플러스,헬스케어,미션드리븐,한국,2000,천연 원료 건강기능식품 전문. 자연주의 헬스케어 브랜드
297,종근당건강,헬스케어,시장혁신형,한국,1987,오메가3·유산균으로 건강기능식품 시장 대중화
298,CJ웰케어,헬스케어,시장혁신형,한국,2021,CJ제일제당의 헬스케어 분사. 식품 기업의 건강 브랜드화
299,대한제분곰표,제조,레거시대기업,한국,1958,밀가루 브랜드가 컬래버레이션 아이콘으로 부활한 레거시 재탄생
300,하이트진로,제조,레거시대기업,한국,1924,진로소주+하이트맥주 합병. 국민 술 브랜드의 통합과 재탄생
